q1,q2,q3,xe,ye,thetae
1.29,-0.62,1,125.05,335.0,95.68
1.02,-1.46,1,295.8,124.46,32.09
1.97,-1.54,-1,177.08,103.82,-32.66
2.13,-2.29,0,187.71,68.78,-9.17
1.05,-1.46,-1,204.72,-67.38,-80.79
2.95,-0.91,-1,-120.6,252.82,59.59
0.56,-0.04,1,229.56,263.48,87.09
0.87,-0.38,0,313.23,221.73,28.07
1.96,-2.87,-1,-12.8,-104.95,-109.43
0.49,-1.98,1,239.9,-129.58,-28.07
0.68,-3.08,0,-90.64,-93.88,-137.51
0.69,-0.27,0,337.67,188.77,24.06
1.94,-0.4,0,-38.91,381.12,88.24
1.93,-1.77,1,134.55,261.6,66.46
1.01,-2.64,0,53.76,-149.46,-93.39
2.1,-2.71,0,147.48,-36.73,-34.95
3.04,-2.22,-1,87.26,84.96,-10.31
0.24,-2.62,1,56.84,-186.45,-79.07
3.11,-0.07,2,-217.43,-105.8,288.77
2.15,-2.2,0,188.52,95.8,-2.86
0.79,-3.03,1,53.08,-132.57,-71.05
0.47,-0.8,-1,269.89,-109.5,-76.2
2.93,-1.46,0,-100.94,285.98,84.22
2.96,-0.96,-1,-111.72,251.08,57.3
3.11,-1.88,0,-43.03,249.15,70.47
2.71,-0.33,-1,-187.51,271.73,79.07
1.61,-1.75,0,252.36,93.62,-8.02
2.47,-2.1,0,140.64,174.91,21.2
1.79,-2.77,-1,-7.58,-100.34,-113.45
1.27,-1.06,0,292.8,178.36,12.03
1.05,-3.01,1,89.91,-114.01,-55.0
0.7,-2.3,-1,-15.76,-113.21,-148.97
1.6,-2.82,1,167.74,-20.51,-12.61
2.92,-2.49,0,109.51,136.96,24.64
2.23,-1.22,0,58.66,322.94,57.87
2.73,-2.53,0,135.67,103.66,11.46
1.54,-2.75,-1,-27.66,-96.03,-126.62
2.28,-2.37,1,124.6,189.61,52.14
2.55,-0.85,1,-242.19,256.97,154.7
2.8,-2.67,1,61.88,177.97,64.74
1.1,-2.7,0,51.38,-144.03,-91.67
1.31,-2.1,0,216.52,-59.09,-45.26
0.85,-1.26,1,313.05,118.17,33.8
1.36,-2.3,-2,-23.49,-3.89,-168.45
3.14,-2.99,-1,84.34,-78.03,-48.7
0.98,-2.72,1,146.52,-107.84,-42.4
1.21,-2.49,-1,-1.49,-101.57,-130.63
1.47,-0.98,1,138.28,320.1,85.37
2.5,-0.78,0,-142.8,334.91,98.55
1.11,-1.94,-1,112.22,-105.15,-104.85
1.15,-1.49,-1,205.4,-51.25,-76.78
2.02,-0.93,1,-60.83,345.23,119.75
3.07,-0.53,1,-356.66,32.44,202.83
2.93,-0.73,1,-333.38,124.82,183.35
1.61,-2.19,1,222.35,111.67,24.06
1.53,-2.22,-1,90.1,-81.94,-96.83
2.19,-1.8,0,165.03,204.71,22.35
2.47,-0.74,0,-142.99,337.6,99.12
2.2,-1.65,0,145.15,241.0,31.51
2.07,-2.23,-1,118.02,-25.76,-66.46
0.17,-2.99,-1,-96.42,62.49,-218.87
1.94,-2.08,-1,136.1,-15.02,-65.32
0.79,-1.16,-1,238.63,-82.05,-78.5
2.09,-1.1,1,-46.09,340.3,114.02
0.89,-0.02,0,249.48,299.74,49.85
1.89,-1.26,1,56.56,329.79,93.39
0.96,-0.04,1,108.83,332.08,110.01
3.03,-1.14,1,-295.89,170.27,165.58
0.19,-1.0,0,306.93,-163.76,-46.41
1.28,-1.64,1,263.21,156.38,36.67
0.98,-0.9,1,263.27,233.01,61.88
0.14,-2.18,-1,-59.38,-110.99,-174.18
2.89,-0.93,-1,-100.68,259.14,55.0
2.77,-1.1,-1,-32.11,257.29,38.39
0.48,-0.59,0,373.74,31.49,-6.3
2.99,-2.42,1,-18.96,219.78,89.95
1.35,-2.03,1,252.96,85.99,18.33
1.09,-0.11,-1,262.51,220.63,-1.15
1.58,-0.82,1,68.58,347.23,100.84
0.06,-2.24,1,104.9,-219.02,-67.61
3.0,-1.52,1,-219.48,227.68,142.09
3.13,-2.89,1,38.51,155.36,71.05
0.95,-0.83,-1,287.51,21.11,-50.42
1.18,-2.54,1,198.39,-52.72,-20.63
1.3,-0.57,1,111.04,340.31,99.12
1.4,-3.1,-1,-112.18,-56.37,-154.7
1.0,-0.56,-1,298.0,95.71,-32.09
1.36,-1.14,-1,246.49,64.07,-44.69
0.39,-1.15,0,308.7,-129.7,-43.54
2.11,-2.13,-1,131.26,-1.82,-58.44
1.55,-0.38,1,-19.9,357.02,124.33
0.16,-1.42,-1,85.43,-203.39,-129.49
2.12,-1.19,-2,72.27,101.06,-61.31
0.42,-0.62,0,373.52,1.35,-11.46
1.85,-2.87,1,162.18,11.59,-1.15
2.11,-2.05,-2,16.1,-1.89,-111.15
1.0,-0.75,1,237.19,264.92,71.62
2.26,-0.45,1,-236.39,268.95,161.0
2.7,-0.5,-1,-146.93,281.83,68.75
0.68,-1.82,1,284.1,-54.52,-8.02
2.01,-1.75,0,195.98,184.5,14.9
2.39,-1.64,1,-23.03,305.3,100.27
2.58,-2.59,1,91.29,176.61,56.72
0.33,-2.87,0,-91.37,-105.02,-145.53
2.78,-1.43,1,-184.48,265.32,134.65
3.01,-0.91,0,-260.14,241.49,120.32
0.36,-0.2,1,301.92,185.69,66.46
1.42,-0.94,-1,247.66,123.96,-29.79
2.18,-2.74,1,153.37,92.93,25.21
1.8,-2.59,0,153.46,-58.09,-45.26
2.78,-2.53,0,130.32,110.31,14.32
0.84,-0.48,-1,312.71,64.96,-36.67
1.15,-3.03,1,96.37,-105.37,-50.42
2.84,-0.08,-1,-269.23,214.71,100.84
2.29,-2.05,-1,134.86,39.14,-43.54
0.28,-0.21,0,384.3,54.11,4.01
0.85,-0.82,1,282.67,213.01,59.01
1.5,-1.2,0,257.58,206.51,17.19
2.49,-0.01,0,-308.51,238.58,142.09
1.31,-2.54,2,170.3,93.58,44.12
1.99,-1.36,1,44.44,325.1,93.39
1.36,-2.11,0,217.44,-50.1,-42.97
3.02,-2.22,-1,88.94,83.2,-11.46
0.63,-2.04,-1,29.12,-138.58,-138.08
1.93,-1.61,0,201.1,203.49,18.33
0.53,-0.12,1,252.2,245.86,80.79
1.26,-0.37,0,203.4,325.81,50.99
1.51,-2.05,0,230.9,-3.92,-30.94
0.24,-1.57,0,188.28,-221.6,-76.2
1.77,-2.03,1,195.91,181.67,42.4
0.2,-2.92,-1,-100.06,43.7,-213.14
2.27,-0.77,0,-65.28,358.84,85.94
1.1,-0.17,0,214.4,324.28,53.29
1.73,-2.35,-1,78.8,-77.02,-92.82
2.65,-2.17,-1,113.52,56.8,-29.79
2.85,-2.03,-1,92.08,109.15,-10.31
2.32,-0.49,0,-155.18,346.5,104.85
0.49,-1.01,-1,234.12,-133.25,-87.09
1.96,-0.31,-1,43.88,328.54,37.24
1.39,-2.39,-1,39.52,-99.72,-114.59
0.69,-1.8,1,287.28,-47.96,-6.3
2.88,-0.91,0,-226.64,273.18,112.87
1.43,-1.09,1,170.54,298.62,76.78
1.63,-2.71,0,114.85,-99.54,-61.88
0.12,-2.51,-1,-91.92,-41.24,-194.23
2.47,-1.59,-1,110.13,165.52,-6.88
0.56,-1.88,-1,53.87,-152.07,-132.93
2.87,-2.29,-1,102.21,53.11,-24.06
2.6,-2.67,-1,80.7,-56.11,-61.31
0.27,-0.64,0,367.7,-59.34,-21.2
1.37,-2.85,-1,-64.86,-81.95,-142.09
2.35,-0.82,-1,26.11,288.1,30.37
2.59,-2.02,-1,116.89,84.08,-24.64
1.09,-1.61,1,288.25,110.7,27.5
1.71,-0.7,-1,181.1,240.13,0.57
1.86,-0.27,-1,68.45,326.9,33.8
0.47,-0.14,-1,340.79,20.27,-38.39
2.94,-2.26,1,-40.45,237.0,96.26
1.72,-1.4,1,136.34,295.38,75.63
0.42,-2.11,0,87.78,-205.15,-96.83
0.28,-2.48,1,95.54,-190.34,-68.75
2.75,-2.39,-1,105.78,17.78,-36.67
2.46,-0.77,1,-233.38,267.71,154.13
2.58,-2.98,1,117.0,92.01,34.38
2.76,-1.48,1,-168.04,271.61,130.63
1.7,-0.4,-1,142.22,292.6,17.19
1.66,-1.43,0,241.57,188.76,13.18
1.81,-2.66,0,140.79,-69.03,-48.7
1.26,-1.81,1,267.64,112.37,25.78
0.2,-2.82,1,8.3,-168.79,-92.82
1.99,-1.52,-1,175.15,111.9,-30.37
1.93,-1.37,1,65.85,320.75,89.38
0.41,-1.4,-1,137.64,-175.61,-114.02
2.5,-2.82,-1,51.51,-89.03,-75.63
1.01,-2.55,-1,-34.03,-93.42,-145.53
1.78,-0.34,-1,107.57,311.43,25.21
0.61,-2.57,0,7.9,-166.08,-112.3
2.53,-2.93,0,133.04,-26.61,-22.92
2.16,-0.99,1,-94.84,335.13,124.33
1.62,-2.68,1,186.93,8.64,-3.44
1.16,-0.67,0,281.32,241.55,28.07
1.07,-0.65,-1,289.86,95.8,-33.23
0.47,-1.97,1,239.19,-133.12,-28.65
0.65,-2.87,0,-53.69,-128.43,-127.2
0.09,-1.81,1,207.88,-202.59,-41.25
1.88,-0.6,2,-131.04,230.44,187.93
1.35,-2.38,0,162.32,-96.05,-59.01
2.33,-1.02,-1,67.84,259.56,17.76
1.5,-2.94,-1,-73.15,-83.12,-139.8
1.6,-1.85,1,217.28,186.4,42.97
2.46,-0.47,-1,-82.54,309.33,56.72
0.56,-2.16,1,213.64,-134.29,-34.38
2.64,-2.44,1,60.53,209.5,68.75
1.01,-0.2,1,127.98,330.54,103.71
2.31,-2.52,1,131.06,161.32,45.26
0.74,-0.38,0,339.33,179.25,20.63
0.37,-2.11,1,195.31,-168.79,-42.4
0.77,-0.06,1,173.88,303.98,97.98
2.11,-0.04,0,-191.22,339.83,118.6
2.27,-0.22,-1,-78.92,327.62,60.16
0.38,-2.21,-2,-12.99,5.15,-219.44
0.7,-0.76,1,305.87,180.94,53.86
2.49,-2.51,2,-25.12,195.51,113.45
0.89,-2.13,0,166.27,-144.88,-71.05
2.91,-0.92,-1,-108.11,257.27,56.72
0.05,-2.11,1,132.3,-221.66,-60.73
1.9,-2.91,1,157.11,11.63,-0.57
2.28,-1.32,-1,119.79,199.95,-2.29
2.93,-0.15,-1,-275.69,200.46,101.99
0.56,-2.87,1,56.08,-152.62,-75.06
0.01,-0.34,0,375.96,-82.95,-18.91
2.43,-2.11,1,57.21,251.72,75.63
2.68,-2.0,1,-29.48,268.87,96.26
2.48,-2.61,1,110.16,162.38,49.85
2.91,-1.91,0,13.95,248.62,57.3
0.07,-2.52,1,45.22,-202.87,-83.08
2.23,-1.18,0,49.75,328.29,60.16
0.64,-1.31,-1,193.29,-132.45,-95.68
0.59,-0.27,0,354.82,154.11,18.33
1.0,-1.99,0,212.9,-107.98,-56.72
2.84,-2.65,1,51.84,183.85,68.18
0.98,-2.03,0,201.78,-117.57,-60.16
0.59,-2.19,-1,-7.17,-124.63,-148.97
0.29,-1.94,1,217.78,-171.09,-37.24
1.66,-1.89,0,241.57,70.21,-13.18
2.06,-2.26,0,193.73,63.1,-11.46
2.17,-2.9,2,62.07,144.82,72.77
0.15,-2.95,0,-116.44,-67.67,-160.43
1.35,-0.55,0,209.61,313.36,45.84
2.92,-1.35,1,-236.05,228.9,147.25
1.24,-2.67,-1,-37.99,-90.66,-139.23
2.44,-1.59,1,-49.32,306.54,106.0
1.5,-1.08,-1,236.64,111.44,-33.23
1.74,-2.82,-1,-23.99,-100.02,-119.18
0.42,-2.23,-1,-35.02,-115.61,-161.0
0.28,-2.32,-1,-63.18,-93.21,-174.18
3.05,-3.01,0,130.34,22.29,2.29
0.05,-1.96,-1,-39.95,-145.93,-166.73
3.12,-0.5,-1,-249.08,197.42,92.82
0.38,-0.56,-1,298.15,-95.25,-67.61
1.95,-0.78,0,53.32,360.16,67.04
2.48,-0.77,0,-138.65,337.35,97.98
2.75,-0.84,1,-289.94,202.05,166.73
2.79,-2.55,1,46.45,198.62,71.05
1.84,-1.6,1,133.92,279.17,71.05
0.67,-2.66,1,120.31,-146.7,-56.72
0.81,-0.68,-1,302.37,11.65,-49.85
1.81,-0.05,0,-79.7,381.66,100.84
3.08,-1.85,1,-165.93,233.29,127.77
3.07,-2.42,1,-36.46,217.57,94.54
2.91,-0.99,-1,-92.25,255.42,52.71
1.73,-1.01,1,57.8,342.63,98.55
0.2,-1.53,1,281.4,-142.55,-18.91
2.48,-1.41,-1,89.53,203.0,4.01
2.49,-1.48,0,34.92,299.02,57.87
2.1,-2.75,0,141.35,-45.13,-37.24
0.97,-2.06,1,263.09,-19.71,-5.16
1.67,-1.07,1,90.62,332.71,91.67
0.26,-2.65,1,54.03,-183.23,-79.64
2.1,-0.67,0,-29.14,369.64,81.93
0.95,-1.7,-1,147.57,-110.79,-100.27
1.67,-2.8,-2,-87.4,10.28,-179.34
0.23,-1.32,0,246.82,-200.89,-62.45
0.44,-0.96,-1,237.03,-139.05,-87.09
1.61,-0.1,0,10.7,389.42,86.52
1.13,-0.96,0,311.72,161.56,9.74
2.99,-0.22,0,-370.76,114.04,158.71
2.17,-2.06,2,-10.85,233.18,120.89
1.44,-1.84,0,256.43,27.64,-22.92
2.97,-1.71,0,-48.58,269.74,72.19
0.42,-0.82,0,358.18,-48.24,-22.92
0.03,-2.23,2,180.85,-127.03,-11.46
1.41,-0.25,2,-57.25,245.11,181.05
1.05,-2.5,-1,-19.78,-99.2,-140.37
1.06,-1.21,-1,245.2,-24.68,-65.89
1.11,-2.85,1,131.92,-99.36,-42.4
1.51,-0.15,0,62.3,384.0,77.92
3.07,-1.97,0,-11.73,241.01,63.03
1.41,-2.18,0,207.47,-52.67,-44.12
0.98,-2.44,0,101.16,-150.44,-83.65
0.92,-1.96,1,274.46,-13.88,-2.29
0.26,-1.6,-1,64.95,-186.53,-134.07
2.62,-2.24,1,32.67,240.63,79.07
1.18,-2.67,-1,-43.35,-88.22,-142.67
1.99,-2.67,-1,34.0,-92.22,-96.26
2.55,-2.01,-1,120.08,81.62,-26.36
0.41,-0.67,1,340.86,106.06,42.4
2.43,-2.29,1,84.56,221.16,65.32
2.72,-1.46,0,-39.1,300.74,72.19
3.1,-2.19,-2,10.02,-7.22,-62.45
1.85,-1.14,1,44.72,338.45,97.98
3.09,-2.57,0,95.81,135.89,29.79
0.53,-1.58,0,241.53,-159.81,-60.16
0.49,-1.71,0,204.05,-182.98,-69.9
2.15,-1.06,1,-75.54,336.93,119.75
2.25,-2.34,-1,107.93,-25.8,-62.45
0.9,-2.98,0,-45.94,-125.18,-119.18
0.85,-1.03,1,302.39,169.44,46.98
2.74,-1.97,-1,100.25,111.68,-13.18
1.55,-1.46,-1,211.96,39.02,-52.14
0.18,-2.4,2,176.17,-108.65,-12.61
0.1,-2.49,1,57.75,-203.67,-79.64
1.62,-0.82,-1,211.59,197.27,-11.46
2.27,-1.93,1,68.63,269.4,76.78
2.11,-0.67,0,-32.84,369.33,82.51
2.13,-2.99,-1,-21.22,-112.92,-106.57
2.19,-3.13,0,77.89,-104.1,-53.86
0.45,-1.35,-2,71.64,-76.39,-166.16
2.06,-1.38,1,25.83,325.72,96.26
1.86,-2.05,0,218.25,75.5,-10.89
2.23,-1.7,-1,148.45,109.61,-26.93
1.53,-1.18,1,155.89,301.31,77.35
0.49,-1.72,1,284.73,-90.98,-13.18
2.79,-1.04,1,-265.38,222.31,157.56
0.68,-1.92,1,269.58,-72.11,-13.75
2.7,-1.88,-1,99.06,127.33,-10.31
0.81,-2.69,-1,-75.5,-63.3,-165.01
2.68,-0.83,2,-250.94,98.28,220.59
2.5,-1.7,-1,113.83,145.23,-11.46
1.6,-0.83,1,63.81,347.87,101.41
2.03,-0.99,0,74.0,340.76,59.59
1.91,-2.09,1,173.33,194.37,46.98
1.76,-0.54,-1,147.09,278.13,12.61
0.58,-0.62,-1,304.44,-46.07,-59.59
2.51,-2.16,0,139.32,165.91,20.05
1.37,-1.38,1,227.25,234.77,56.72
0.77,-0.97,0,348.15,38.84,-11.46
2.3,-2.44,0,170.84,60.66,-8.02
1.66,-1.39,0,239.0,198.83,15.47
1.87,-2.55,1,186.17,83.37,18.33
1.69,-2.83,1,167.56,-7.19,-8.02
0.01,-0.64,-1,227.35,-205.06,-93.39
2.14,-2.78,0,138.48,-45.77,-36.67
1.77,-0.1,1,-154.41,315.85,152.98
1.55,-1.18,-1,228.95,100.39,-36.1
1.9,-1.46,1,92.55,307.28,82.51
2.01,-2.15,0,202.18,81.38,-8.02
2.83,-0.72,1,-320.42,155.52,178.19
2.38,-2.78,1,132.95,112.49,34.38
2.85,-0.59,1,-336.27,122.34,186.78
2.66,-1.18,1,-206.0,269.55,142.09
1.48,-2.11,1,238.03,99.89,21.2
1.33,-1.53,1,248.98,193.68,45.84
2.52,-1.76,-1,114.82,134.36,-13.75
0.49,-1.78,1,275.3,-100.9,-16.62
0.83,-1.86,1,284.6,-19.42,-1.72
1.85,-0.45,-1,106.01,303.7,22.92
1.26,-2.28,1,237.77,10.4,-1.15
0.82,-1.0,1,305.28,166.82,46.98
0.88,-0.28,2,78.73,240.61,148.97
1.85,-1.0,1,14.14,347.6,106.0
0.74,-0.15,0,312.05,232.31,33.8
2.56,-0.18,1,-329.04,130.43,193.66
1.76,-2.59,1,191.41,53.74,9.74
0.22,-2.98,1,-18.23,-147.72,-100.84
0.95,-1.78,0,251.09,-86.12,-47.56
1.34,-1.2,0,287.19,162.83,8.02
1.91,-2.28,-2,-15.24,-15.06,-135.79
1.33,-1.26,-1,238.4,31.13,-53.29
1.59,-2.56,1,200.93,26.64,1.72
0.02,-0.82,-1,191.01,-217.26,-103.13
1.26,-1.1,-1,254.87,47.68,-48.13
1.42,-1.59,-1,198.38,-13.17,-67.04
0.2,-1.28,0,249.95,-203.48,-61.88
0.14,-0.61,1,356.8,24.98,30.37
3.08,-0.18,0,-382.2,70.21,166.16
1.83,-2.78,2,106.98,132.68,60.16
2.1,-0.52,0,-68.02,372.21,90.53
2.74,-1.07,-1,-30.64,260.9,38.39
0.99,-1.99,0,211.81,-110.1,-57.3
2.58,-1.36,1,-143.95,294.87,127.2
1.82,-1.03,-1,186.58,191.23,-12.03
0.61,-0.09,1,225.97,268.9,87.09
0.45,-1.56,1,304.08,-74.17,-6.3
3.14,-2.21,1,-97.98,226.12,110.58
2.52,-2.31,1,67.35,224.43,69.33
0.94,-3.07,1,63.17,-122.79,-64.74
1.86,-1.08,0,147.76,307.45,44.69
2.66,-1.8,0,54.42,257.25,49.27
2.89,-2.6,1,34.69,194.45,73.91
0.17,-2.64,1,39.44,-188.24,-84.22
0.12,-2.43,-1,-86.68,-58.72,-189.65
1.18,-2.2,-1,61.11,-107.68,-115.74
0.1,-1.76,1,220.47,-196.21,-37.82
3.02,-1.28,-2,-25.3,110.49,-14.9
2.44,-1.51,2,-148.68,215.42,167.88
2.49,-0.46,1,-290.18,209.85,173.61
1.38,-0.31,0,149.49,355.71,61.31
1.15,-0.78,0,295.51,212.68,21.2
2.77,-1.91,-1,92.42,127.58,-8.02
1.06,-2.44,0,112.86,-141.88,-79.07
2.53,-2.17,-1,119.5,42.8,-36.67
1.83,-1.73,-1,176.84,36.8,-51.57
0.42,-1.98,1,230.25,-146.04,-32.09
0.86,-1.48,1,311.35,71.2,21.77
3.08,-0.85,-1,-165.93,233.29,70.47
2.86,-2.42,-1,102.88,22.44,-32.09
1.48,-0.9,1,119.33,330.7,90.53
1.79,-1.78,0,231.72,129.49,0.57
0.76,-2.13,-1,26.97,-128.47,-135.79
1.91,-0.41,-1,80.03,314.59,28.65
1.87,-0.87,-1,161.92,233.62,0.0
2.35,-0.72,0,-106.74,352.04,93.39
1.75,-1.75,-1,177.07,18.53,-57.3
2.8,-1.97,-1,93.37,117.49,-9.74
2.05,-0.26,1,-210.26,287.02,159.86
1.77,-1.43,1,126.57,297.34,76.78
0.21,-0.47,1,348.78,81.34,42.4
1.49,-2.82,1,164.48,-38.8,-18.91
2.14,-1.33,-1,147.23,179.11,-10.89
2.27,-2.44,0,172.58,55.51,-9.74
0.61,-1.5,-1,147.58,-149.98,-108.29
2.63,-2.56,0,146.01,81.83,4.01
1.86,-1.53,0,208.9,208.85,18.91
0.09,-2.18,1,125.09,-216.45,-62.45
0.49,-2.16,-1,-13.98,-127.24,-152.98
1.62,-1.57,0,253.28,142.84,2.86
2.07,-0.19,-1,-18.96,338.17,50.42
0.13,-2.39,0,-36.44,-183.8,-129.49
2.29,-0.41,1,-250.78,255.26,165.01
0.42,-2.2,0,64.7,-201.32,-101.99
0.63,-0.71,-1,295.9,-48.45,-61.88
0.04,-2.18,0,-10.23,-213.81,-122.61
2.62,-0.56,0,-234.89,294.28,118.03
2.01,-1.54,0,176.53,235.41,26.93
2.99,-2.36,0,81.58,172.81,36.1
0.05,-2.3,-1,-81.06,-80.59,-186.21
0.17,-2.8,1,7.08,-171.42,-93.39
1.28,-0.79,1,162.47,315.3,85.37
2.05,-1.2,0,111.66,310.69,48.7
2.63,-1.34,-1,47.24,225.73,16.62
0.36,-0.0,-1,347.61,13.96,-36.67
0.02,-1.1,1,320.83,-122.44,-4.58
0.01,-1.55,-1,26.82,-202.21,-145.53
0.91,-2.33,1,218.02,-78.9,-24.06
2.56,-0.71,0,-180.28,321.35,106.0
3.09,-1.84,1,-170.5,231.22,128.92
2.64,-0.02,0,-339.41,192.05,150.11
1.29,-0.5,-1,254.67,190.15,-12.03
0.73,-2.35,0,84.08,-172.99,-92.82
0.91,-1.33,-1,218.02,-78.9,-81.36
2.19,-1.64,1,38.08,303.79,88.81
0.44,-2.82,-1,-102.79,-3.64,-193.66
0.74,-0.1,1,191.28,294.98,93.97
3.05,-1.39,-1,-38.34,221.08,37.82
1.19,-1.41,-1,219.86,-29.76,-69.9
1.41,-0.37,-1,216.52,245.63,2.29
2.58,-0.05,-2,-104.3,209.59,30.37
0.68,-1.67,0,243.74,-135.62,-56.72
2.92,-1.5,-1,11.41,210.11,24.06
2.48,-1.07,-1,37.47,260.01,23.49
0.45,-1.47,1,315.07,-56.83,-1.15
2.66,-2.79,-1,69.16,-74.21,-64.74
0.49,-1.39,-1,153.48,-163.67,-108.86
1.06,-1.38,1,288.04,154.26,38.96
2.51,-3.04,-1,12.55,-118.86,-87.66
0.16,-0.95,-1,191.57,-198.52,-102.56
0.34,-0.09,1,289.51,198.88,71.62
0.48,-2.1,1,214.72,-145.35,-35.52
2.52,-2.72,0,149.13,24.05,-11.46
2.73,-3.01,-2,-78.87,-82.57,-130.63
1.52,-2.82,-1,-45.24,-92.37,-131.78
0.73,-1.82,0,217.12,-143.83,-62.45
2.04,-2.13,0,200.16,92.58,-5.16
0.19,-1.74,-1,22.46,-177.92,-146.1
0.2,-3.14,1,-46.87,-121.44,-111.15
2.39,-2.0,1,48.64,266.07,79.64
1.78,-1.01,0,159.66,308.16,44.12
2.21,-0.74,1,-166.24,314.56,141.52
0.56,-3.07,1,13.12,-137.46,-86.52
0.57,-0.52,-1,314.9,-29.09,-54.43
2.19,-2.38,1,141.85,175.47,46.41
2.29,-1.45,-1,129.47,173.9,-9.17
2.42,-0.78,0,-115.58,345.25,93.97
0.51,-0.15,-1,339.4,31.62,-36.67
0.71,-0.69,-1,300.97,-20.63,-56.15
2.69,-2.94,-1,49.98,-98.8,-71.62
0.31,-2.3,0,17.97,-197.83,-114.02
2.12,-0.77,-1,82.73,282.3,20.05
2.07,-2.81,-1,11.87,-101.67,-99.69
1.82,-1.07,-1,189.02,182.43,-14.32
0.39,-2.63,1,81.81,-175.49,-71.05
2.88,-1.44,0,-91.67,291.4,82.51
0.08,-0.53,0,363.7,-102.7,-25.78
0.26,-2.06,0,66.56,-219.78,-103.13
2.88,-3.07,1,91.72,103.23,46.41
0.92,-0.97,0,338.43,90.43,-2.86
3.06,-1.23,1,-286.63,176.11,162.15
1.39,-1.41,1,225.76,233.25,56.15
0.3,-1.61,-1,70.13,-183.26,-132.35
1.45,-2.63,0,114.71,-111.34,-67.61
2.77,-0.55,1,-329.32,140.57,184.49
2.44,-3.1,0,106.1,-75.5,-37.82
1.36,-2.29,0,182.64,-81.3,-53.29
1.5,-1.1,1,151.03,308.41,80.21
1.3,-1.51,1,253.42,190.51,45.26
0.88,-1.95,0,207.66,-127.88,-61.31
1.82,-0.38,1,-114.4,338.78,139.8
0.88,-2.07,-1,55.7,-126.36,-125.48
2.47,-1.48,-1,99.56,188.27,-0.57
3.11,-2.51,-1,97.1,26.89,-22.92
0.78,-1.44,-1,183.54,-117.76,-95.11
1.08,-0.49,0,277.32,259.31,33.8
2.51,-0.6,0,-191.43,321.94,109.43
2.6,-3.03,1,116.22,82.97,32.66
0.69,-1.28,-1,205.79,-119.55,-91.1
1.08,-0.11,1,84.23,341.67,112.87
1.04,-1.39,0,310.05,22.96,-20.05
1.03,-0.2,1,121.34,333.04,104.85
1.04,-2.37,-1,7.33,-108.44,-133.5
1.97,-1.33,1,44.75,327.1,93.97
2.22,-2.07,-1,135.75,25.31,-48.7
1.26,-1.69,1,267.37,139.73,32.66
0.23,-2.81,0,-93.49,-108.82,-147.82
1.02,-0.51,0,294.95,237.7,29.22
1.18,-1.14,1,245.22,237.51,59.59
2.21,-0.8,1,-153.47,319.5,138.08
0.21,-0.19,-2,205.39,-89.57,-113.45
0.8,-2.74,0,-3.26,-149.22,-111.15
1.07,-2.83,0,13.52,-141.32,-100.84
2.59,-2.07,1,8.7,262.55,87.09
2.61,-2.02,0,103.98,210.55,33.8
0.88,-2.77,1,123.86,-124.26,-50.99
2.65,-2.31,-1,110.65,25.01,-37.82
0.04,-1.95,-1,-39.89,-147.23,-166.73
0.6,-0.92,-2,142.16,-62.68,-132.93
2.44,-0.67,1,-246.15,258.54,158.71
1.68,-1.56,0,243.96,160.35,6.88
0.01,-0.42,0,368.44,-102.34,-23.49
1.27,-0.74,1,155.98,319.77,87.66
0.79,-1.37,1,318.94,74.11,24.06
0.73,-0.76,-1,293.74,-28.66,-59.01
2.02,-2.46,0,178.78,6.36,-25.21
0.09,-1.03,0,282.82,-198.28,-53.86
1.09,-0.03,-1,253.44,236.46,3.44
1.34,-2.7,1,178.61,-46.37,-20.63
0.88,-3.11,0,-76.42,-105.33,-127.77
1.22,-1.09,0,302.48,155.79,7.45
2.17,-0.06,-1,-82.26,335.35,63.6
1.05,-0.19,-1,278.23,193.14,-8.02
2.79,-3.03,0,130.5,-17.03,-13.75
0.47,-0.53,-1,309.22,-62.33,-60.73
2.02,-0.86,0,47.38,355.47,66.46
2.06,-1.88,-1,155.5,42.98,-46.98
0.91,-2.5,-1,-33.43,-95.47,-148.4
1.48,-0.76,-1,234.46,179.26,-16.04
2.4,-1.12,1,-143.25,311.01,130.63
0.46,-0.21,0,368.4,122.04,14.32
2.81,-1.78,0,10.93,265.22,59.01
0.16,-1.08,0,285.85,-186.15,-52.71
1.24,-1.57,1,267.11,161.55,38.39
1.06,-0.25,0,242.82,301.72,46.41
1.98,-1.32,1,39.39,328.46,95.11
1.23,-2.95,0,4.8,-134.59,-98.55
2.23,-3.08,-1,-29.65,-119.87,-106.0
0.84,-2.6,0,37.87,-158.56,-100.84
2.04,-2.16,1,153.11,200.58,50.42
1.95,-1.35,0,166.46,267.57,34.38
2.58,-0.73,0,-181.69,319.16,106.0
2.42,-2.86,0,137.64,-24.87,-25.21
2.24,-0.37,-1,-35.14,325.55,49.85
2.55,-2.94,1,118.89,97.55,34.95
1.42,-0.63,1,82.76,347.76,102.56
0.5,-1.17,1,338.97,23.72,18.91
2.09,-0.66,0,-28.02,370.3,81.93
3.13,-1.26,-1,-84.48,225.09,49.85
2.7,-1.89,0,61.74,243.87,46.41
2.75,-3.13,0,121.29,-46.82,-21.77
0.26,-2.02,1,195.41,-183.82,-43.54
1.02,-0.86,0,324.72,152.2,9.17
2.51,-1.78,1,-28.66,291.81,99.12
